SOURCE_ID,ra,dec,parallax,phot_g_mean_mag
5359806099478713728,162.68913133222424,-51.84021983726074,1.1469760166938525,19.143284
5359806103773071616,162.69411527664965,-51.855208538806664,1.0175441074713019,20.409225
5359806103773071744,162.69419071878508,-51.855396654900915,0.13074450722555925,19.951674
5359806103773445760,162.69442167588775,-51.84444134331287,0.2401126718074971,20.071491
5359806103773815680,162.68568612254714,-51.84228668149604,0.5425315773301754,20.175135
5359806103774671104,162.6833320932216,-51.84336641688806,-0.3826183967699602,20.589155
5359806103774683904,162.70132988325028,-51.85126706417299,0.8991858367411247,20.779015
5359806103780122368,162.6900932662766,-51.84963654767161,1.083176492870696,15.484277
5359806103780123136,162.70221363837015,-51.85271094022122,,20.854517
5359806103780124416,162.6847465675972,-51.83940114677205,0.7864004241392294,19.04862
5359806103780124672,162.69880460684968,-51.84612525478145,0.8273336325561392,16.93122
5359806133833754624,162.70530307314235,-51.83966885798894,-0.4398608036416054,19.401443
5359806133833756288,162.6937557033863,-51.83844900254275,1.0331256349983018,19.472822
5359806133833761152,162.69066142035422,-51.83615808734275,0.328457453361717,19.67499
5359806133833762944,162.70437667180994,-51.83466214859511,0.33126816312955537,19.23734
5360578888653265280,162.1120928437562,-51.51886151352767,0.10375761180553732,19.52096
5360578888653268864,162.1162950786926,-51.51012306136395,0.5319878818051215,16.16843
5360578888653269248,162.10368697819632,-51.50244468496128,0.15339526923421443,15.441745
5360578918708903552,162.13942809789015,-51.51774424890903,0.5049909930533867,19.426817
5360578918708920960,162.13685510380967,-51.511499953935655,0.19703139092671387,18.658428
5360578918708927872,162.1283142429262,-51.50918890160086,0.07541940305448881,19.465996
5360578918708928384,162.14415236073694,-51.50846646366764,0.280037584498435,18.672966
5360578918708928512,162.13207766292712,-51.508602054213256,0.4325007508661558,19.662214
5360578918708945408,162.1247778783268,-51.50278301700748,-0.406436573180433,19.492777
5360578918712486400,162.1331746286495,-51.51254309735267,1.2751877300351668,20.512627
5360578923003544192,162.13197495014538,-51.50344416595634,0.8177454797741146,20.23264
5360578923004284800,162.12767266821476,-51.49942073374576,,20.92126
5360578923004285184,162.1288581136577,-51.500827385540575,,20.944181
5360578923004287488,162.13521343155406,-51.50725166860528,,21.16146
5360578923004288512,162.13933164716818,-51.516939279113146,-0.39940958326963083,20.687473
6914829245560225152,312.39915390868833,-3.981676784272053,0.529790409586612,20.628757
6914829245560227584,312.3949468881944,-3.9794344319638633,1.1400430290165249,19.79556
6914829245560231424,312.388482254751,-3.977078813668106,0.8767580186270111,15.290808
6914829245560233728,312.4041955487205,-3.9751396764994213,0.3683189777978839,17.883392
6914829245560235264,312.3982844484072,-3.972828063111066,-0.8813479885516977,20.367254
6914829279919978240,312.41393345441423,-3.96700685457739,1.7185256445836459,20.602749
6914829314279715200,312.43754532393115,-3.9681725135650887,-0.56148647641931,20.341875
6914829314279717504,312.4188301589345,-3.9668674995098034,0.12294854052285575,18.068161
6914829314279717632,312.432851243341,-3.966257262093457,0.1275315309796274,18.019505
6914829314279720960,312.4304899159862,-3.9632718815667785,0.06537957468419545,17.959642
6914829314279721216,312.4332503533286,-3.961557935676175,0.4010320939466345,19.245308
6914829314279721600,312.43231601266194,-3.9603512901469577,1.2263328463346181,19.93828
6914829318574021120,312.43243835883203,-3.965806693533856,,20.893137
6914829348639462656,312.4333555986826,-3.9577339707195973,0.7228313594779817,20.171806
2101167240375873792,290.03952432905385,40.31601715220213,-0.2273654104295249,19.515493
4503508750162232320,270.3798329000215,18.845731378867338,,21.009453
4503508750163839232,270.37485667708813,18.842070494323675,0.8470600347769132,20.146437
4503508750163839872,270.37597939982174,18.846768360750385,0.9517347745189066,17.688868
4503508750163840128,270.37075112265484,18.84336288677682,0.3803558091703779,15.634225
4503508750163840512,270.379334827888,18.8537572799314,0.17350015161296634,18.101225
4503508750164036736,270.37000356273467,18.853405008589615,0.4164713111339397,16.00705
4503508780223020160,270.3956949544296,18.849087396972557,,20.84636
4503508780223028352,270.3993211000515,18.853334370119036,0.09567137954950905,20.211966
4503508780223034752,270.3968963259466,18.85568706347669,0.5942431024440864,17.469011
4503508784519855232,270.3919169589703,18.854412792172468,2.018786957983842,20.433008
4503508784520766464,270.39461129510653,18.854098030285403,,20.942125
4503508784525211392,270.39217607633657,18.85516527347589,0.03157992866100134,19.486624
4503508814582765824,270.40636990409826,18.852870262200277,0.25175770493279676,19.561195
4503508814582782336,270.40851477886497,18.8594567313016,0.2224190713503885,18.076975
4503508814582788608,270.4029784842485,18.862999466979616,1.245135754965441,19.950062
5359992230471626240,165.70917558138333,-51.85585661853975,2.9132239709095757,20.496746
5359992230471626368,165.71005144457263,-51.86232518875359,0.19381902548520863,20.731504
5359992230471630592,165.71453574383025,-51.86338991149734,0.36847963139705375,20.430902
5359992230480178944,165.71471924278285,-51.868495549034385,0.57992710631397,16.773138
5359992230480183808,165.70301862994515,-51.859658799718254,0.24128181354107409,17.352238
5359992230480190080,165.7065140194831,-51.85343755221069,0.2785993122415272,16.98851
5359992230480190208,165.72135056734663,-51.860143807082785,1.101483755024361,16.73399
5359992260540206592,165.67848323562617,-51.86483044143597,0.5875960324048376,19.33945
5359992260540210560,165.67175803354942,-51.86214274428736,-0.3093254237920399,19.628853
5359992260540212224,165.69486550684204,-51.86142222952056,0.29540598642026433,19.537252
5359992260540215296,165.68636597260132,-51.858825556098665,0.3029612502287443,18.804773
5359992260540224000,165.6770879882644,-51.85251634412243,0.4674155319515522,18.184824
5359992264829571200,165.66887074352834,-51.86060772197957,,21.074553
5359992264830641664,165.68728678013133,-51.85963391063167,-0.40802739231038265,19.895569
5359992264831345152,165.68525041439463,-51.85823025266228,-0.16495148549515307,20.491856
5360414163767602304,161.78312234104754,-52.66106600302758,-0.07303811314794917,19.67558
5360414163767603072,161.7820576547107,-52.65836140706561,0.039784432593346956,19.86239
5360414163767604096,161.7736385060576,-52.65866529241404,0.3228942230860445,18.12652
5360414163767604992,161.76289699546376,-52.655107427382546,0.6091536691319398,17.75119
5360414163767607808,161.76813105994137,-52.647390650097286,0.5848215062824907,19.264692
5360414163767607936,161.7647437428329,-52.64770503257217,0.2704428878436187,17.384823
5360414163767671168,161.77954166982988,-52.663940972266765,-0.23395435340159368,18.609344
5360414163767671680,161.76135138601768,-52.65640733177403,0.29241089465315356,19.69053
5360414163777639936,161.77844337548433,-52.66484360929743,0.6009368899456774,20.412556
5360414168058082432,161.77886043287887,-52.66167241233729,0.6808653547679602,19.543402
5360414168058083968,161.76432689271874,-52.65272724117872,0.050404453006743705,19.888329
5360414168058084608,161.77573247593946,-52.65756466145602,0.7225004287418134,20.368517
